97,47,60,54,19,8,2,48,2,41
87,18,26,29,78,39,15,3,10,40
19,23,66,89,0,3,11,25,63,16
36,80,43,51,52,88,4,30,58,17
94,70,41,96,13,84,36,14,78,81
43,6,73,5,53,34,51,21,33,89
66,84,69,4,52,25,24,72,27,31
62,70,96,79,26,96,62,31,41,48
87,69,79,67,11,95,92,36,68,61
24,8,18,15,53,6,81,30,27,49
入れ替え:1番目（97）,2番目（47）
入れ替え:163番目（188）,164番目（112）
入れ替え:162番目（185）,163番目（112）
入れ替え:161番目（184）,162番目（112）
入れ替え:160番目（184）,161番目（112）
入れ替え:159番目（183）,160番目（112）
入れ替え:158番目（183）,159番目（112）
入れ替え:157番目（183）,158番目（112）
入れ替え:156番目（182）,157番目（112）
入れ替え:155番目（182）,156番目（112）
入れ替え:154番目（181）,155番目（112）
入れ替え:153番目（181）,154番目（112）
入れ替え:152番目（180）,153番目（112）
入れ替え:151番目（180）,152番目（112）
入れ替え:150番目（180）,151番目（112）
入れ替え:149番目（179）,150番目（112）
入れ替え:148番目（176）,149番目（112）
入れ替え:147番目（175）,148番目（112）
入れ替え:146番目（173）,147番目（112）
入れ替え:145番目（173）,146番目（112）
入れ替え:144番目（173）,145番目（112）
入れ替え:143番目（170）,144番目（112）
入れ替え:142番目（170）,143番目（112）
入れ替え:141番目（168）,142番目（112）
入れ替え:140番目（165）,141番目（112）
入れ替え:139番目（163）,140番目（112）
入れ替え:138番目（162）,139番目（112）
入れ替え:137番目（160）,138番目（112）
入れ替え:136番目（158）,137番目（112）
入れ替え:135番目（155）,136番目（112）
入れ替え:134番目（155）,135番目（112）
入れ替え:133番目（154）,134番目（112）
入れ替え:132番目（153）,133番目（112）
入れ替え:131番目（153）,132番目（112）
入れ替え:130番目（152）,131番目（112）
入れ替え:129番目（148）,130番目（112）
入れ替え:128番目（147）,129番目（112）
入れ替え:127番目（147）,128番目（112）
入れ替え:126番目（147）,127番目（112）
入れ替え:125番目（145）,126番目（112）
入れ替え:124番目（145）,125番目（112）
入れ替え:123番目（144）,124番目（112）
入れ替え:122番目（142）,123番目（112）
入れ替え:121番目（138）,122番目（112）
入れ替え:120番目（136）,121番目（112）
入れ替え:119番目（135）,120番目（112）
入れ替え:118番目（130）,119番目（112）
入れ替え:117番目（128）,118番目（112）
入れ替え:116番目（125）,117番目（112）
入れ替え:115番目（125）,116番目（112）
入れ替え:114番目（124）,115番目（112）
入れ替え:113番目（124）,114番目（112）
入れ替え:112番目（122）,113番目（112）
入れ替え:111番目（121）,112番目（112）
入れ替え:110番目（120）,111番目（112）
入れ替え:109番目（118）,110番目（112）
入れ替え:108番目（116）,109番目（112）
入れ替え:107番目（116）,108番目（112）
入れ替え:106番目（113）,107番目（112）
入れ替え:170番目（197）,171番目（141）
入れ替え:169番目（193）,170番目（141）
入れ替え:168番目（191）,169番目（141）
入れ替え:167番目（190）,168番目（141）
入れ替え:166番目（190）,167番目（141）
入れ替え:165番目（188）,166番目（141）
入れ替え:164番目（188）,165番目（141）
入れ替え:163番目（185）,164番目（141）
入れ替え:162番目（184）,163番目（141）
入れ替え:161番目（184）,162番目（141）
入れ替え:160番目（183）,161番目（141）
入れ替え:159番目（183）,160番目（141）
入れ替え:158番目（183）,159番目（141）
入れ替え:157番目（182）,158番目（141）
入れ替え:156番目（182）,157番目（141）
入れ替え:155番目（181）,156番目（141）
入れ替え:154番目（181）,155番目（141）
入れ替え:153番目（180）,154番目（141）
入れ替え:152番目（180）,153番目（141）
入れ替え:151番目（180）,152番目（141）
入れ替え:150番目（179）,151番目（141）
入れ替え:149番目（176）,150番目（141）
入れ替え:148番目（175）,149番目（141）
入れ替え:147番目（173）,148番目（141）
入れ替え:146番目（173）,147番目（141）
入れ替え:145番目（173）,146番目（141）
入れ替え:144番目（170）,145番目（141）
入れ替え:143番目（170）,144番目（141）
入れ替え:142番目（168）,143番目（141）
入れ替え:141番目（165）,142番目（141）
入れ替え:140番目（163）,141番目（141）
入れ替え:139番目（162）,140番目（141）
入れ替え:138番目（160）,139番目（141）
入れ替え:137番目（158）,138番目（141）
入れ替え:136番目（155）,137番目（141）
入れ替え:135番目（155）,136番目（141）
入れ替え:134番目（154）,135番目（141）
入れ替え:133番目（153）,134番目（141）
入れ替え:132番目（153）,133番目（141）
入れ替え:131番目（152）,132番目（141）
入れ替え:130番目（148）,131番目（141）
入れ替え:129番目（147）,130番目（141）
入れ替え:128番目（147）,129番目（141）
入れ替え:127番目（147）,128番目（141）
入れ替え:126番目（145）,127番目（141）
入れ替え:125番目（145）,126番目（141）
入れ替え:124番目（144）,125番目（141）
入れ替え:123番目（142）,124番目（141）
入れ替え:171番目（197）,172番目（161）
入れ替え:170番目（193）,171番目（161）
入れ替え:169番目（191）,170番目（161）
入れ替え:168番目（190）,169番目（161）
入れ替え:167番目（190）,168番目（161）
入れ替え:166番目（188）,167番目（161）
入れ替え:165番目（188）,166番目（161）
入れ替え:164番目（185）,165番目（161）
入れ替え:163番目（184）,164番目（161）
入れ替え:162番目（184）,163番目（161）
入れ替え:161番目（183）,162番目（161）
入れ替え:160番目（183）,161番目（161）
入れ替え:159番目（183）,160番目（161）
入れ替え:158番目（182）,159番目（161）
入れ替え:157番目（182）,158番目（161）
入れ替え:156番目（181）,157番目（161）
入れ替え:155番目（181）,156番目（161）
入れ替え:154番目（180）,155番目（161）
入れ替え:153番目（180）,154番目（161）
入れ替え:152番目（180）,153番目（161）
入れ替え:151番目（179）,152番目（161）
入れ替え:150番目（176）,151番目（161）
入れ替え:149番目（175）,150番目（161）
入れ替え:148番目（173）,149番目（161）
入れ替え:147番目（173）,148番目（161）
入れ替え:146番目（173）,147番目（161）
入れ替え:145番目（170）,146番目（161）
入れ替え:144番目（170）,145番目（161）
入れ替え:143番目（168）,144番目（161）
入れ替え:142番目（165）,143番目（161）
入れ替え:141番目（163）,142番目（161）
入れ替え:140番目（162）,141番目（161）
入れ替え:172番目（197）,173番目（147）
入れ替え:171番目（193）,172番目（147）
入れ替え:170番目（191）,171番目（147）
入れ替え:169番目（190）,170番目（147）
入れ替え:168番目（190）,169番目（147）
入れ替え:167番目（188）,168番目（147）
入れ替え:166番目（188）,167番目（147）
入れ替え:165番目（185）,166番目（147）
入れ替え:164番目（184）,165番目（147）
入れ替え:163番目（184）,164番目（147）
入れ替え:162番目（183）,163番目（147）
入れ替え:161番目（183）,162番目（147）
入れ替え:160番目（183）,161番目（147）
入れ替え:159番目（182）,160番目（147）
入れ替え:158番目（182）,159番目（147）
入れ替え:157番目（181）,158番目（147）
入れ替え:156番目（181）,157番目（147）
入れ替え:155番目（180）,156番目（147）
入れ替え:154番目（180）,155番目（147）
入れ替え:153番目（180）,154番目（147）
入れ替え:152番目（179）,153番目（147）
入れ替え:151番目（176）,152番目（147）
入れ替え:150番目（175）,151番目（147）
入れ替え:149番目（173）,150番目（147）
入れ替え:148番目（173）,149番目（147）
入れ替え:147番目（173）,148番目（147）
入れ替え:146番目（170）,147番目（147）
入れ替え:145番目（170）,146番目（147）
入れ替え:144番目（168）,145番目（147）
入れ替え:143番目（165）,144番目（147）
入れ替え:142番目（163）,143番目（147）
入れ替え:141番目（162）,142番目（147）
入れ替え:140番目（161）,141番目（147）
入れ替え:139番目（160）,140番目（147）
入れ替え:138番目（158）,139番目（147）
入れ替え:137番目（155）,138番目（147）
入れ替え:136番目（155）,137番目（147）
入れ替え:135番目（154）,136番目（147）
入れ替え:134番目（153）,135番目（147）
入れ替え:133番目（153）,134番目（147）
入れ替え:132番目（152）,133番目（147）
入れ替え:131番目（148）,132番目（147）
入れ替え:173番目（197）,174番目（135）
入れ替え:172番目（193）,173番目（135）
入れ替え:171番目（191）,172番目（135）
入れ替え:170番目（190）,171番目（135）
入れ替え:169番目（190）,170番目（135）
入れ替え:168番目（188）,169番目（135）
入れ替え:167番目（188）,168番目（135）
入れ替え:166番目（185）,167番目（135）
入れ替え:165番目（184）,166番目（135）
入れ替え:164番目（184）,165番目（135）
入れ替え:163番目（183）,164番目（135）
入れ替え:162番目（183）,163番目（135）
入れ替え:161番目（183）,162番目（135）
入れ替え:160番目（182）,161番目（135）
